Код	Дата	ОД, %	Возраст	Проживание	Срок проживания в регионе	Семейное положение	Образование	Стаж работы на последнем месте	Уровень должности	Кредитная история	Просрочки свыше 60 дн.	Тестовое множество
779	03.04.2007	55	23	Собственник	от 1 до 5 лет	Разведен(а)/Вдовство	высшее	менее 1 года	руководитель среднего звена	положительная	0	False
780	04.04.2007	30	37	Аренда	менее 1 года	Холост/Не замужем	высшее	менее 1 года	сотрудник	нет данных	1	False
781	04.04.2007	25	36	Муниципальное жилье	от 1 до 5 лет	Другое	высшее	свыше 3 лет	руководитель среднего звена	отрицательная	0	False
782	04.04.2007	35	24	Собственник	от 1 до 5 лет	Разведен(а)/Вдовство	среднее специальное	от 1 года до 3 лет	сотрудник	положительная	0	False
783	04.04.2007	36	37	Собственник	менее 1 года	Разведен(а)/Вдовство	высшее	свыше 3 лет	руководитель среднего звена	нет данных	0	False
784	04.04.2007	23	29	Собственник	от 1 до 5 лет	Холост/Не замужем	высшее	менее 1 года	руководитель среднего звена	нет данных	0	False
785	04.04.2007	35	23	Муниципальное жилье	от 1 до 5 лет	Другое	среднее специальное	свыше 3 лет	руководитель высшего звена	нет данных	0	False
786	04.04.2007	44	45	Муниципальное жилье	менее 1 года	Холост/Не замужем	высшее	менее 1 года	сотрудник	нет данных	0	False
787	04.04.2007	22	28	Собственник	свыше 5 лет	Женат/замужем	среднее специальное	свыше 3 лет	сотрудник	отрицательная	0	False
788	04.04.2007	39	32	Аренда	от 1 до 5 лет	Разведен(а)/Вдовство	среднее	менее 1 года	сотрудник	нет данных	1	False
789	04.04.2007	19	35	Собственник	менее 1 года	Холост/Не замужем	высшее	менее 1 года	руководитель среднего звена	нет данных	0	False
790	04.04.2007	39	44	Собственник	от 1 до 5 лет	Женат/замужем	высшее	менее 1 года	сотрудник	нет данных	0	False
791	04.04.2007	36	29	Собственник	от 1 до 5 лет	Холост/Не замужем	среднее	свыше 3 лет	руководитель среднего звена	нет данных	0	False
