ID	ITEM
SO54926	Средство для мытья посуды
SO54926	Перчатки резиновые
SO54955	Средство для чистки кафеля
SO54948	Средство по уходу за зеркалами и стеклами
SO54962	Стиральный порошок ручной
SO54962	Средство для прочистки труб
SO54952	Чистящий порошок универсальный		
SO54966	Пена/соль для ванн
SO54966	Перчатки резиновые
SO54935	Сода кальцинированная
SO54935	Чистящий порошок универсальный		
SO54946	Чистящий порошок универсальный		
SO54946	Средство от накипи
SO54973	Антистатик спрей
SO54973	Микроспрей
SO54945	Кондиционер для белья
SO54945	Стиральный порошок-автомат
SO54945	Мыло кусковое
SO54945	Средство для мытья посуды
SO54944	Освежитель воздуха
SO54944	Бумага туалетная
SO55014	Чистящий порошок универсальный		
SO55014	Сода кальцинированная
SO55014	Микроспрей
SO55014	Средство для ухода за мебелью
SO55017	Пена/соль для ванн
SO55017	Микроспрей
SO55017	Средство для ухода за мебелью
SO55005	Средство от накипи
SO55005	Зубная паста
SO54984	Мыло кусковое
